defect_id,defect_type,severity,location_on_part,disposition,cost_impact,inspection_id,inspection_type,inspection_date,inspection_result,dimension_error,visual_score,run_id,part_number,production_line,run_date,shift,operator_id,year_month,year,supplier_name,supplier_tier,supplier_country
DEF-000159,Contamination,Major,Datum,Return to Supplier,3445.33,INS-000456,FAI,2023-11-11,Fail,0.0635,6,RUN-00292,PR-5502-NOZZLE,Line-Bravo,2023-11-11,Night,OP-018,2023-11,2023,Internal,N/A,N/A
DEF-000185,Porosity / Void,Major,Datum,Return to Supplier,2739.31,INS-000538,Final,2023-11-11,Fail,0.0347,1,RUN-00344,GD-2202-SERVO,Line-Alpha,2023-11-08,Night,OP-002,2023-11,2023,Internal,N/A,N/A
DEF-000220,Marking / Labeling Error,Minor,Surface,MRB Hold,331.09,INS-000633,Receiving,2023-11-11,Fail,0.0016,5,RUN-00411,AS-7741-FRAME,Line-Charlie,2023-11-11,Night,OP-006,2023-11,2023,Meridian Surface Treatments,Tier-3,Mexico
DEF-000075,Wrong Material Cert,Minor,Datum,Use-As-Is,412.54,INS-000218,FAI,2023-11-07,Fail,0.0751,4,RUN-00137,AS-7740-FRAME,Line-Delta,2023-11-05,Swing,OP-002,2023-11,2023,Internal,N/A,N/A
DEF-000076,Corrosion / Oxidation,Minor,Weld Zone,Use-As-Is,181.28,INS-000218,FAI,2023-11-07,Fail,0.0751,4,RUN-00137,AS-7740-FRAME,Line-Delta,2023-11-05,Swing,OP-002,2023-11,2023,Internal,N/A,N/A
DEF-000201,Wrong Material Cert,Minor,Bore,MRB Hold,362.6,INS-000575,FAI,2023-11-05,Fail,0.0996,3,RUN-00373,GD-2201-SERVO,Line-Charlie,2023-11-02,Day,OP-001,2023-11,2023,Internal,N/A,N/A
DEF-000202,Improper Torque,Minor,Surface,Scrap,428.49,INS-000575,FAI,2023-11-05,Fail,0.0996,3,RUN-00373,GD-2201-SERVO,Line-Charlie,2023-11-02,Day,OP-001,2023-11,2023,Internal,N/A,N/A
DEF-000203,Corrosion / Oxidation,Minor,Thread,Scrap,291.65,INS-000576,Final,2023-11-04,Fail,0.0061,2,RUN-00373,GD-2201-SERVO,Line-Charlie,2023-11-02,Day,OP-001,2023-11,2023,Internal,N/A,N/A
DEF-000057,Improper Torque,Major,Datum,Rework,3244.5,INS-000164,Receiving,2023-10-31,Fail,0.0124,5,RUN-00104,AV-3301-PCB,Line-Charlie,2023-10-31,Night,OP-017,2023-10,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000046,Improper Torque,Minor,Surface,Return to Supplier,154.97,INS-000139,FAI,2023-10-30,Fail,0.0642,2,RUN-00088,ST-8801-FASTENER,Line-Alpha,2023-10-30,Swing,OP-011,2023-10,2023,Internal,N/A,N/A
DEF-000047,Contamination,Minor,Bore,Return to Supplier,178.41,INS-000141,FAI,2023-10-30,Fail,0.0556,3,RUN-00088,ST-8801-FASTENER,Line-Alpha,2023-10-30,Swing,OP-011,2023-10,2023,Internal,N/A,N/A
DEF-000048,Wrong Material Cert,Critical,Seal Face,MRB Hold,22366.08,INS-000141,FAI,2023-10-30,Fail,0.0556,3,RUN-00088,ST-8801-FASTENER,Line-Alpha,2023-10-30,Swing,OP-011,2023-10,2023,Internal,N/A,N/A
DEF-000050,Porosity / Void,Minor,Bore,Scrap,319.99,INS-000146,Final,2023-10-28,Fail,0.0706,3,RUN-00093,PR-5501-NOZZLE,Line-Charlie,2023-10-25,Night,OP-004,2023-10,2023,Internal,N/A,N/A
DEF-000051,Wrong Material Cert,Major,Datum,Use-As-Is,2259.7,INS-000147,Receiving,2023-10-25,Fail,0.0526,4,RUN-00093,PR-5501-NOZZLE,Line-Charlie,2023-10-25,Night,OP-004,2023-10,2023,Helios Fastener Systems,Tier-2,Germany
DEF-000052,Dimensional Out-of-Tolerance,Minor,Weld Zone,Return to Supplier,335.72,INS-000148,Final,2023-10-25,Fail,0.2903,6,RUN-00093,PR-5501-NOZZLE,Line-Charlie,2023-10-25,Night,OP-004,2023-10,2023,Internal,N/A,N/A
DEF-000161,Marking / Labeling Error,Minor,Thread,Rework,230.47,INS-000467,Receiving,2023-10-24,Fail,0.0239,4,RUN-00298,AS-7741-FRAME,Line-Delta,2023-10-21,Day,OP-006,2023-10,2023,Quantum Seal Technologies,Tier-2,USA
DEF-000162,Contamination,Minor,Seal Face,MRB Hold,454.47,INS-000468,IQC,2023-10-21,Fail,0.0757,2,RUN-00298,AS-7741-FRAME,Line-Delta,2023-10-21,Day,OP-006,2023-10,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000144,Improper Torque,Major,Flange,Scrap,815.98,INS-000422,Receiving,2023-10-19,Fail,0.015,2,RUN-00272,AV-3302-PCB,Line-Bravo,2023-10-19,Day,OP-018,2023-10,2023,Meridian Surface Treatments,Tier-3,Mexico
DEF-000145,Weld Defect,Major,Datum,Return to Supplier,1366.87,INS-000422,Receiving,2023-10-19,Fail,0.015,2,RUN-00272,AV-3302-PCB,Line-Bravo,2023-10-19,Day,OP-018,2023-10,2023,Meridian Surface Treatments,Tier-3,Mexico
DEF-000146,Contamination,Minor,Datum,MRB Hold,246.94,INS-000422,Receiving,2023-10-19,Fail,0.015,2,RUN-00272,AV-3302-PCB,Line-Bravo,2023-10-19,Day,OP-018,2023-10,2023,Meridian Surface Treatments,Tier-3,Mexico
DEF-000263,Corrosion / Oxidation,Minor,Bore,Return to Supplier,341.97,INS-000761,Receiving,2023-10-17,Fail,0.0326,4,RUN-00498,AV-3301-PCB,Line-Bravo,2023-10-17,Swing,OP-025,2023-10,2023,StratoMet Components,Tier-2,UK
DEF-000121,Wrong Material Cert,Minor,Bore,Scrap,455.47,INS-000349,FAI,2023-10-10,Fail,0.0067,3,RUN-00225,PR-5501-NOZZLE,Line-Bravo,2023-10-07,Night,OP-018,2023-10,2023,Internal,N/A,N/A
DEF-000095,Wrong Material Cert,Minor,Surface,Rework,264.11,INS-000270,FAI,2023-10-09,Fail,0.1551,5,RUN-00171,GD-2202-SERVO,Line-Bravo,2023-10-06,Day,OP-004,2023-10,2023,Internal,N/A,N/A
DEF-000058,Porosity / Void,Critical,Flange,Scrap,24950.64,INS-000170,IQC,2023-10-06,Fail,0.0853,5,RUN-00108,AV-3302-PCB,Line-Bravo,2023-10-05,Night,OP-020,2023-10,2023,Atlas Substrate Corp,Tier-3,India
DEF-000119,Surface Finish Non-Conformance,Major,Seal Face,Scrap,1761.39,INS-000346,In-Process,2023-10-06,Fail,0.2091,4,RUN-00223,ST-8801-FASTENER,Line-Charlie,2023-10-05,Night,OP-007,2023-10,2023,Internal,N/A,N/A
DEF-000089,Improper Torque,Minor,Datum,Use-As-Is,405.35,INS-000251,Final,2023-10-04,Fail,0.022,1,RUN-00159,PR-5502-NOZZLE,Line-Alpha,2023-10-03,Swing,OP-023,2023-10,2023,Internal,N/A,N/A
DEF-000090,Corrosion / Oxidation,Minor,Bore,Return to Supplier,275.9,INS-000251,Final,2023-10-04,Fail,0.022,1,RUN-00159,PR-5502-NOZZLE,Line-Alpha,2023-10-03,Swing,OP-023,2023-10,2023,Internal,N/A,N/A
DEF-000033,Missing Feature,Minor,Surface,Scrap,194.94,INS-000082,Receiving,2023-10-03,Fail,0.0599,4,RUN-00055,ST-8802-FASTENER,Line-Charlie,2023-10-02,Swing,OP-011,2023-10,2023,Pacific Rim Castings,Tier-2,Japan
DEF-000150,Marking / Labeling Error,Minor,Datum,Return to Supplier,399.08,INS-000428,IQC,2023-10-02,Fail,0.0103,6,RUN-00276,AV-3301-PCB,Line-Alpha,2023-09-29,Night,OP-016,2023-09,2023,Helios Fastener Systems,Tier-2,Germany
DEF-000084,Marking / Labeling Error,Critical,Weld Zone,Scrap,19573.41,INS-000235,Receiving,2023-09-20,Fail,0.0112,3,RUN-00150,PR-5502-NOZZLE,Line-Charlie,2023-09-19,Night,OP-015,2023-09,2023,Atlas Substrate Corp,Tier-3,India
DEF-000028,Corrosion / Oxidation,Major,Surface,Return to Supplier,984.95,INS-000073,IQC,2023-09-11,Fail,0.0684,2,RUN-00049,AS-7741-FRAME,Line-Delta,2023-09-09,Day,OP-015,2023-09,2023,Orbital Composites Ltd,Tier-1,USA
DEF-000029,Wrong Material Cert,Minor,Flange,Use-As-Is,185.07,INS-000073,IQC,2023-09-11,Fail,0.0684,2,RUN-00049,AS-7741-FRAME,Line-Delta,2023-09-09,Day,OP-015,2023-09,2023,Orbital Composites Ltd,Tier-1,USA
DEF-000044,Improper Torque,Minor,Surface,Return to Supplier,281.61,INS-000129,Receiving,2023-09-07,Fail,0.0169,6,RUN-00081,AS-7740-FRAME,Line-Charlie,2023-09-04,Night,OP-020,2023-09,2023,Helios Fastener Systems,Tier-2,Germany
DEF-000045,Marking / Labeling Error,Minor,Flange,Rework,139.3,INS-000129,Receiving,2023-09-07,Fail,0.0169,6,RUN-00081,AS-7740-FRAME,Line-Charlie,2023-09-04,Night,OP-020,2023-09,2023,Helios Fastener Systems,Tier-2,Germany
DEF-000175,Weld Defect,Minor,Bore,Scrap,394.52,INS-000500,FAI,2023-09-07,Fail,0.1222,5,RUN-00320,ST-8801-FASTENER,Line-Delta,2023-09-06,Swing,OP-005,2023-09,2023,Internal,N/A,N/A
DEF-000176,Contamination,Minor,Surface,Use-As-Is,83.39,INS-000500,FAI,2023-09-07,Fail,0.1222,5,RUN-00320,ST-8801-FASTENER,Line-Delta,2023-09-06,Swing,OP-005,2023-09,2023,Internal,N/A,N/A
DEF-000140,Weld Defect,Minor,Seal Face,Rework,395.18,INS-000419,FAI,2023-09-03,Fail,0.1911,1,RUN-00270,AV-3301-PCB,Line-Delta,2023-09-01,Night,OP-020,2023-09,2023,Internal,N/A,N/A
DEF-000141,Corrosion / Oxidation,Minor,Datum,Scrap,400.55,INS-000419,FAI,2023-09-03,Fail,0.1911,1,RUN-00270,AV-3301-PCB,Line-Delta,2023-09-01,Night,OP-020,2023-09,2023,Internal,N/A,N/A
DEF-000142,Surface Finish Non-Conformance,Minor,Surface,Use-As-Is,399.13,INS-000419,FAI,2023-09-03,Fail,0.1911,1,RUN-00270,AV-3301-PCB,Line-Delta,2023-09-01,Night,OP-020,2023-09,2023,Internal,N/A,N/A
DEF-000115,Dimensional Out-of-Tolerance,Minor,Seal Face,MRB Hold,377.12,INS-000333,Final,2023-09-02,Fail,0.0488,1,RUN-00216,AS-7740-FRAME,Line-Bravo,2023-09-01,Night,OP-006,2023-09,2023,Internal,N/A,N/A
DEF-000135,Improper Torque,Major,Flange,Scrap,1139.21,INS-000405,IQC,2023-09-02,Fail,0.0246,2,RUN-00262,AS-7740-FRAME,Line-Charlie,2023-08-31,Day,OP-003,2023-08,2023,StratoMet Components,Tier-2,UK
DEF-000136,Contamination,Major,Seal Face,MRB Hold,4864.32,INS-000405,IQC,2023-09-02,Fail,0.0246,2,RUN-00262,AS-7740-FRAME,Line-Charlie,2023-08-31,Day,OP-003,2023-08,2023,StratoMet Components,Tier-2,UK
DEF-000094,Porosity / Void,Major,Edge Break,Rework,4369.8,INS-000268,Receiving,2023-08-28,Fail,0.0258,3,RUN-00170,GD-2202-SERVO,Line-Alpha,2023-08-25,Night,OP-013,2023-08,2023,Orbital Composites Ltd,Tier-1,USA
DEF-000231,Contamination,Critical,Datum,MRB Hold,29607.85,INS-000653,Receiving,2023-08-25,Fail,0.0069,3,RUN-00427,ST-8801-FASTENER,Line-Charlie,2023-08-23,Day,OP-002,2023-08,2023,Meridian Surface Treatments,Tier-3,Mexico
DEF-000030,Surface Finish Non-Conformance,Minor,Thread,Scrap,81.16,INS-000076,IQC,2023-08-23,Fail,0.0038,1,RUN-00051,ST-8801-FASTENER,Line-Bravo,2023-08-20,Day,OP-009,2023-08,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000031,Surface Finish Non-Conformance,Minor,Datum,Return to Supplier,248.34,INS-000076,IQC,2023-08-23,Fail,0.0038,1,RUN-00051,ST-8801-FASTENER,Line-Bravo,2023-08-20,Day,OP-009,2023-08,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000032,Marking / Labeling Error,Minor,Flange,Return to Supplier,397.22,INS-000076,IQC,2023-08-23,Fail,0.0038,1,RUN-00051,ST-8801-FASTENER,Line-Bravo,2023-08-20,Day,OP-009,2023-08,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000078,Marking / Labeling Error,Critical,Datum,Return to Supplier,46012.81,INS-000226,FAI,2023-08-23,Fail,0.0019,6,RUN-00143,GD-2202-SERVO,Line-Charlie,2023-08-20,Night,OP-015,2023-08,2023,Internal,N/A,N/A
DEF-000042,Weld Defect,Critical,Flange,Rework,24481.62,INS-000121,IQC,2023-08-22,Fail,0.0106,4,RUN-00077,PR-5501-NOZZLE,Line-Delta,2023-08-19,Day,OP-007,2023-08,2023,StratoMet Components,Tier-2,UK
DEF-000209,Marking / Labeling Error,Critical,Weld Zone,MRB Hold,34032.46,INS-000595,In-Process,2023-08-20,Fail,0.0604,4,RUN-00387,PR-5502-NOZZLE,Line-Alpha,2023-08-19,Day,OP-017,2023-08,2023,Internal,N/A,N/A
DEF-000210,Dimensional Out-of-Tolerance,Minor,Flange,Use-As-Is,117.16,INS-000595,In-Process,2023-08-20,Fail,0.0604,4,RUN-00387,PR-5502-NOZZLE,Line-Alpha,2023-08-19,Day,OP-017,2023-08,2023,Internal,N/A,N/A
DEF-000212,Marking / Labeling Error,Minor,Edge Break,Use-As-Is,278.64,INS-000601,Receiving,2023-08-18,Fail,0.039,2,RUN-00391,GD-2202-SERVO,Line-Delta,2023-08-17,Day,OP-005,2023-08,2023,Helios Fastener Systems,Tier-2,Germany
DEF-000192,Corrosion / Oxidation,Minor,Weld Zone,Return to Supplier,425.62,INS-000555,Receiving,2023-08-17,Fail,0.0202,1,RUN-00358,AV-3302-PCB,Line-Alpha,2023-08-16,Night,OP-013,2023-08,2023,Helios Fastener Systems,Tier-2,Germany
DEF-000193,Weld Defect,Major,Bore,Return to Supplier,3600.37,INS-000555,Receiving,2023-08-17,Fail,0.0202,1,RUN-00358,AV-3302-PCB,Line-Alpha,2023-08-16,Night,OP-013,2023-08,2023,Helios Fastener Systems,Tier-2,Germany
DEF-000019,Contamination,Minor,Datum,MRB Hold,175.56,INS-000044,Receiving,2023-08-15,Fail,0.1089,2,RUN-00028,AV-3302-PCB,Line-Charlie,2023-08-15,Swing,OP-008,2023-08,2023,Delta Forge Industries,Tier-2,USA
DEF-000020,Missing Feature,Minor,Datum,MRB Hold,276.97,INS-000044,Receiving,2023-08-15,Fail,0.1089,2,RUN-00028,AV-3302-PCB,Line-Charlie,2023-08-15,Swing,OP-008,2023-08,2023,Delta Forge Industries,Tier-2,USA
DEF-000227,Porosity / Void,Minor,Thread,Scrap,161.33,INS-000642,Final,2023-08-14,Fail,0.157,3,RUN-00418,AS-7740-FRAME,Line-Charlie,2023-08-11,Night,OP-007,2023-08,2023,Internal,N/A,N/A
DEF-000103,Surface Finish Non-Conformance,Minor,Bore,Rework,344.77,INS-000290,Receiving,2023-08-12,Fail,0.05,2,RUN-00185,AS-7741-FRAME,Line-Delta,2023-08-10,Night,OP-020,2023-08,2023,Quantum Seal Technologies,Tier-2,USA
DEF-000104,Weld Defect,Minor,Thread,Use-As-Is,177.51,INS-000291,Receiving,2023-08-12,Fail,0.0071,5,RUN-00185,AS-7741-FRAME,Line-Delta,2023-08-10,Night,OP-020,2023-08,2023,Helios Fastener Systems,Tier-2,Germany
DEF-000215,Contamination,Critical,Surface,Use-As-Is,47003.69,INS-000615,In-Process,2023-08-12,Fail,0.0232,3,RUN-00399,AV-3302-PCB,Line-Charlie,2023-08-12,Day,OP-017,2023-08,2023,Internal,N/A,N/A
DEF-000216,Improper Torque,Minor,Weld Zone,Return to Supplier,452.84,INS-000615,In-Process,2023-08-12,Fail,0.0232,3,RUN-00399,AV-3302-PCB,Line-Charlie,2023-08-12,Day,OP-017,2023-08,2023,Internal,N/A,N/A
DEF-000217,Porosity / Void,Minor,Datum,Rework,425.41,INS-000615,In-Process,2023-08-12,Fail,0.0232,3,RUN-00399,AV-3302-PCB,Line-Charlie,2023-08-12,Day,OP-017,2023-08,2023,Internal,N/A,N/A
DEF-000116,Dimensional Out-of-Tolerance,Minor,Thread,Rework,426.62,INS-000338,Receiving,2023-08-11,Fail,0.168,4,RUN-00220,AS-7741-FRAME,Line-Charlie,2023-08-10,Night,OP-010,2023-08,2023,Helios Fastener Systems,Tier-2,Germany
DEF-000224,Dimensional Out-of-Tolerance,Minor,Edge Break,MRB Hold,201.82,INS-000640,Final,2023-08-10,Fail,0.0194,4,RUN-00416,AV-3301-PCB,Line-Charlie,2023-08-07,Night,OP-022,2023-08,2023,Internal,N/A,N/A
DEF-000225,Weld Defect,Major,Edge Break,Scrap,2186.3,INS-000640,Final,2023-08-10,Fail,0.0194,4,RUN-00416,AV-3301-PCB,Line-Charlie,2023-08-07,Night,OP-022,2023-08,2023,Internal,N/A,N/A
DEF-000226,Dimensional Out-of-Tolerance,Major,Flange,Scrap,2597.76,INS-000640,Final,2023-08-10,Fail,0.0194,4,RUN-00416,AV-3301-PCB,Line-Charlie,2023-08-07,Night,OP-022,2023-08,2023,Internal,N/A,N/A
DEF-000125,Missing Feature,Minor,Flange,Scrap,168.24,INS-000366,FAI,2023-08-08,Fail,0.0097,6,RUN-00236,GD-2202-SERVO,Line-Bravo,2023-08-05,Night,OP-017,2023-08,2023,Internal,N/A,N/A
DEF-000126,Improper Torque,Minor,Datum,Rework,94.76,INS-000366,FAI,2023-08-08,Fail,0.0097,6,RUN-00236,GD-2202-SERVO,Line-Bravo,2023-08-05,Night,OP-017,2023-08,2023,Internal,N/A,N/A
DEF-000155,Missing Feature,Minor,Thread,Use-As-Is,433.59,INS-000438,FAI,2023-08-06,Fail,0.062,3,RUN-00282,AV-3301-PCB,Line-Charlie,2023-08-03,Night,OP-018,2023-08,2023,Internal,N/A,N/A
DEF-000123,Weld Defect,Critical,Bore,Return to Supplier,39966.19,INS-000353,Receiving,2023-08-05,Fail,0.019,3,RUN-00228,GD-2202-SERVO,Line-Alpha,2023-08-04,Day,OP-020,2023-08,2023,Quantum Seal Technologies,Tier-2,USA
DEF-000222,Corrosion / Oxidation,Minor,Thread,Rework,91.22,INS-000636,IQC,2023-08-03,Fail,0.0863,2,RUN-00413,GD-2202-SERVO,Line-Charlie,2023-08-02,Night,OP-011,2023-08,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000174,Dimensional Out-of-Tolerance,Minor,Bore,Use-As-Is,296.2,INS-000495,Receiving,2023-08-01,Fail,0.0833,2,RUN-00317,GD-2201-SERVO,Line-Bravo,2023-08-01,Day,OP-017,2023-08,2023,Delta Forge Industries,Tier-2,USA
DEF-000085,Contamination,Major,Edge Break,Use-As-Is,3459.05,INS-000236,Receiving,2023-07-31,Fail,0.0287,5,RUN-00151,AV-3301-PCB,Line-Alpha,2023-07-28,Swing,OP-005,2023-07,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000240,Surface Finish Non-Conformance,Minor,Surface,MRB Hold,272.75,INS-000687,IQC,2023-07-31,Fail,0.017,5,RUN-00450,AS-7740-FRAME,Line-Bravo,2023-07-29,Night,OP-022,2023-07,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000086,Marking / Labeling Error,Major,Bore,Return to Supplier,4051.84,INS-000237,Final,2023-07-30,Fail,0.001,5,RUN-00151,AV-3301-PCB,Line-Alpha,2023-07-28,Swing,OP-005,2023-07,2023,Internal,N/A,N/A
DEF-000139,Dimensional Out-of-Tolerance,Minor,Surface,Rework,424.92,INS-000417,IQC,2023-07-28,Fail,0.0998,4,RUN-00269,ST-8801-FASTENER,Line-Alpha,2023-07-28,Night,OP-016,2023-07,2023,Atlas Substrate Corp,Tier-3,India
DEF-000253,Dimensional Out-of-Tolerance,Major,Datum,MRB Hold,4715.49,INS-000739,FAI,2023-07-25,Fail,0.0115,4,RUN-00482,AS-7741-FRAME,Line-Alpha,2023-07-25,Night,OP-018,2023-07,2023,Internal,N/A,N/A
DEF-000237,Porosity / Void,Minor,Bore,MRB Hold,157.45,INS-000672,FAI,2023-07-23,Fail,0.0187,2,RUN-00441,GD-2202-SERVO,Line-Bravo,2023-07-20,Night,OP-007,2023-07,2023,Internal,N/A,N/A
DEF-000238,Marking / Labeling Error,Minor,Bore,Use-As-Is,274.72,INS-000672,FAI,2023-07-23,Fail,0.0187,2,RUN-00441,GD-2202-SERVO,Line-Bravo,2023-07-20,Night,OP-007,2023-07,2023,Internal,N/A,N/A
DEF-000195,Corrosion / Oxidation,Minor,Bore,Rework,478.86,INS-000564,Receiving,2023-07-22,Fail,0.1489,2,RUN-00365,GD-2201-SERVO,Line-Delta,2023-07-20,Night,OP-024,2023-07,2023,Pacific Rim Castings,Tier-2,Japan
DEF-000101,Wrong Material Cert,Minor,Flange,Scrap,81.25,INS-000285,FAI,2023-07-20,Fail,0.0171,2,RUN-00183,PR-5502-NOZZLE,Line-Delta,2023-07-19,Day,OP-004,2023-07,2023,Internal,N/A,N/A
DEF-000102,Weld Defect,Minor,Datum,Scrap,274.89,INS-000285,FAI,2023-07-20,Fail,0.0171,2,RUN-00183,PR-5502-NOZZLE,Line-Delta,2023-07-19,Day,OP-004,2023-07,2023,Internal,N/A,N/A
DEF-000179,Marking / Labeling Error,Minor,Seal Face,MRB Hold,458.99,INS-000513,Final,2023-07-19,Fail,0.0079,6,RUN-00328,AV-3302-PCB,Line-Bravo,2023-07-18,Day,OP-020,2023-07,2023,Internal,N/A,N/A
DEF-000214,Weld Defect,Minor,Thread,Rework,479.07,INS-000610,IQC,2023-07-19,Fail,0.0091,1,RUN-00395,ST-8802-FASTENER,Line-Charlie,2023-07-16,Night,OP-003,2023-07,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000218,Dimensional Out-of-Tolerance,Minor,Edge Break,Rework,482.35,INS-000624,Receiving,2023-07-16,Fail,0.0385,5,RUN-00404,GD-2202-SERVO,Line-Delta,2023-07-16,Swing,OP-020,2023-07,2023,Delta Forge Industries,Tier-2,USA
DEF-000251,Weld Defect,Minor,Edge Break,Return to Supplier,300.55,INS-000725,Final,2023-07-14,Fail,0.053,1,RUN-00474,PR-5502-NOZZLE,Line-Charlie,2023-07-11,Day,OP-025,2023-07,2023,Internal,N/A,N/A
DEF-000252,Weld Defect,Minor,Flange,Scrap,217.7,INS-000725,Final,2023-07-14,Fail,0.053,1,RUN-00474,PR-5502-NOZZLE,Line-Charlie,2023-07-11,Day,OP-025,2023-07,2023,Internal,N/A,N/A
DEF-000008,Surface Finish Non-Conformance,Minor,Seal Face,Scrap,359.82,INS-000023,Receiving,2023-06-08,Fail,0.1033,6,RUN-00015,ST-8801-FASTENER,Line-Alpha,2023-06-05,Night,OP-009,2023-06,2023,Helios Fastener Systems,Tier-2,Germany
DEF-000250,Contamination,Minor,Thread,MRB Hold,383.1,INS-000724,FAI,2023-06-04,Fail,0.0352,2,RUN-00473,ST-8802-FASTENER,Line-Delta,2023-06-01,Day,OP-017,2023-06,2023,Internal,N/A,N/A
DEF-000049,Improper Torque,Minor,Surface,Scrap,62.55,INS-000143,In-Process,2023-06-03,Fail,0.1053,4,RUN-00090,AS-7740-FRAME,Line-Bravo,2023-06-01,Night,OP-014,2023-06,2023,Internal,N/A,N/A
DEF-000041,Marking / Labeling Error,Major,Seal Face,Return to Supplier,3216.06,INS-000119,In-Process,2023-05-30,Fail,0.0775,1,RUN-00076,AV-3301-PCB,Line-Delta,2023-05-27,Day,OP-015,2023-05,2023,Internal,N/A,N/A
DEF-000196,Surface Finish Non-Conformance,Minor,Thread,Rework,336.05,INS-000568,In-Process,2023-05-28,Fail,0.0252,1,RUN-00368,PR-5501-NOZZLE,Line-Alpha,2023-05-25,Swing,OP-010,2023-05,2023,Internal,N/A,N/A
DEF-000108,Weld Defect,Major,Thread,Use-As-Is,4938.99,INS-000317,In-Process,2023-05-27,Fail,0.0158,2,RUN-00204,GD-2201-SERVO,Line-Bravo,2023-05-27,Swing,OP-020,2023-05,2023,Internal,N/A,N/A
DEF-000118,Corrosion / Oxidation,Minor,Seal Face,Return to Supplier,114.49,INS-000343,Receiving,2023-05-27,Fail,0.0241,6,RUN-00222,GD-2202-SERVO,Line-Delta,2023-05-27,Night,OP-018,2023-05,2023,Pacific Rim Castings,Tier-2,Japan
DEF-000197,Dimensional Out-of-Tolerance,Minor,Thread,Return to Supplier,272.94,INS-000569,Receiving,2023-05-27,Fail,0.0071,2,RUN-00368,PR-5501-NOZZLE,Line-Alpha,2023-05-25,Swing,OP-010,2023-05,2023,Apex Precision Machining,Tier-1,USA
DEF-000198,Marking / Labeling Error,Minor,Thread,Use-As-Is,83.21,INS-000569,Receiving,2023-05-27,Fail,0.0071,2,RUN-00368,PR-5501-NOZZLE,Line-Alpha,2023-05-25,Swing,OP-010,2023-05,2023,Apex Precision Machining,Tier-1,USA
DEF-000080,Weld Defect,Minor,Edge Break,Use-As-Is,447.06,INS-000229,Final,2023-05-26,Fail,0.0005,3,RUN-00145,GD-2202-SERVO,Line-Delta,2023-05-24,Night,OP-007,2023-05,2023,Internal,N/A,N/A
DEF-000081,Corrosion / Oxidation,Minor,Flange,Rework,319.48,INS-000229,Final,2023-05-26,Fail,0.0005,3,RUN-00145,GD-2202-SERVO,Line-Delta,2023-05-24,Night,OP-007,2023-05,2023,Internal,N/A,N/A
DEF-000096,Contamination,Critical,Edge Break,MRB Hold,5242.23,INS-000277,IQC,2023-05-26,Fail,0.1035,4,RUN-00177,PR-5501-NOZZLE,Line-Bravo,2023-05-23,Night,OP-016,2023-05,2023,Pacific Rim Castings,Tier-2,Japan
DEF-000143,Corrosion / Oxidation,Major,Surface,Use-As-Is,1268.84,INS-000421,Receiving,2023-05-24,Fail,0.0258,1,RUN-00271,GD-2201-SERVO,Line-Charlie,2023-05-21,Swing,OP-022,2023-05,2023,NovaTech Avionics Supply,Tier-1,USA
DEF-000017,Surface Finish Non-Conformance,Major,Weld Zone,Return to Supplier,2960.51,INS-000039,IQC,2023-05-22,Fail,0.0292,2,RUN-00024,GD-2201-SERVO,Line-Charlie,2023-05-21,Swing,OP-003,2023-05,2023,Pacific Rim Castings,Tier-2,Japan
DEF-000018,Surface Finish Non-Conformance,Minor,Datum,Scrap,76.42,INS-000039,IQC,2023-05-22,Fail,0.0292,2,RUN-00024,GD-2201-SERVO,Line-Charlie,2023-05-21,Swing,OP-003,2023-05,2023,Pacific Rim Castings,Tier-2,Japan
DEF-000124,Marking / Labeling Error,Minor,Seal Face,Rework,352.16,INS-000355,Final,2023-05-21,Fail,0.0514,3,RUN-00230,AV-3301-PCB,Line-Charlie,2023-05-20,Day,OP-020,2023-05,2023,Internal,N/A,N/A
DEF-000012,Marking / Labeling Error,Minor,Edge Break,Scrap,240.53,INS-000031,Final,2023-05-19,Fail,0.1602,3,RUN-00020,GD-2201-SERVO,Line-Bravo,2023-05-18,Swing,OP-020,2023-05,2023,Internal,N/A,N/A
DEF-000013,Improper Torque,Major,Datum,MRB Hold,1328.49,INS-000031,Final,2023-05-19,Fail,0.1602,3,RUN-00020,GD-2201-SERVO,Line-Bravo,2023-05-18,Swing,OP-020,2023-05,2023,Internal,N/A,N/A
DEF-000014,Dimensional Out-of-Tolerance,Major,Edge Break,Use-As-Is,3340.94,INS-000031,Final,2023-05-19,Fail,0.1602,3,RUN-00020,GD-2201-SERVO,Line-Bravo,2023-05-18,Swing,OP-020,2023-05,2023,Internal,N/A,N/A
DEF-000015,Marking / Labeling Error,Minor,Thread,Return to Supplier,123.9,INS-000032,IQC,2023-05-18,Fail,0.0232,2,RUN-00020,GD-2201-SERVO,Line-Bravo,2023-05-18,Swing,OP-020,2023-05,2023,Delta Forge Industries,Tier-2,USA
